file,call,comment,refactoring,init,type,preprocessor,parameter,flow_control_stmt,access,cpp_feature,data_type,declaration,constructor,destructor,class,function
57945,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0
57946,0,4,18,0,0,22,0,0,0,0,4,1,0,0,0,2
57956,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0
57957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57967,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57971,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
57972,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
57973,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1
57974,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
57978,0,5,14,0,3,0,10,5,0,0,0,8,0,0,1,0
57981,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
57982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57983,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
57994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58000,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
58006,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
58007,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0
58009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58014,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
58022,1,6,19,0,0,1,5,0,0,0,0,3,0,0,0,0
58026,0,2,8,0,0,1,0,0,0,0,0,1,0,0,0,0
58030,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58034,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
58035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58039,2,4,12,0,0,1,5,0,0,0,0,5,0,0,0,3
58040,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
58044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58048,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58049,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
58050,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
58052,3,4,24,0,0,1,5,3,0,0,0,5,0,0,0,3
58053,1,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0
58054,2,4,40,0,0,24,3,12,0,0,0,4,0,0,0,0
58055,1,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0
58057,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
58058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58059,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58065,14,85,313,2,0,108,88,76,1,0,5,49,5,3,3,58
58073,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58079,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
58081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58089,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
58090,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58094,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
58095,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
58096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58097,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
58098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58100,2,9,15,0,1,2,1,1,0,0,0,3,0,0,0,3
58112,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0
58120,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
58122,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58125,2,9,15,0,1,2,1,1,0,0,0,3,0,0,0,3
58128,12,21,34,0,2,19,10,6,0,0,1,8,0,0,1,13
58129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58130,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
58133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58135,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58140,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0
58141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58143,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58144,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
58145,1,0,0,0,0,0,8,5,0,0,0,5,0,0,0,1
58146,4,3,3,0,0,1,0,1,0,0,0,1,0,0,0,0
58149,0,1,8,0,0,0,8,0,0,0,0,0,0,0,0,1
58150,0,1,2,0,0,0,12,0,0,0,0,1,0,0,0,0
58151,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58152,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
58153,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
58154,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58156,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,3
58157,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
58159,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58166,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58167,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0
58169,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58171,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58180,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58191,0,2,14,1,0,11,2,2,0,0,0,4,0,0,0,6
58197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
58199,0,2,14,1,0,11,2,2,0,0,0,4,0,0,0,6
58202,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0
58209,2,1,3,0,0,3,6,0,0,0,0,3,0,0,0,0
58210,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
58217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58218,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0
58232,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58251,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58252,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58255,0,1,20,0,0,20,0,0,0,0,0,0,0,0,0,0
58263,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0
58264,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
58277,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0
58284,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0
58287,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58290,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58295,33,93,552,2,13,139,71,73,1,0,10,72,1,4,7,59
58296,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,1
58298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58299,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
58302,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58307,0,0,2,0,0,0,4,6,0,0,0,2,0,0,4,1
58308,0,0,2,0,0,0,4,6,0,0,0,2,0,0,4,1
58315,0,2,18,1,0,11,6,2,0,0,0,4,0,0,0,6
58316,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58320,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58321,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
58325,0,4,38,0,0,0,4,6,0,0,0,0,0,0,0,0
58331,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2
58332,0,2,18,1,0,11,6,2,0,0,0,4,0,0,0,6
58333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58339,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58341,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58349,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58352,1,2,0,0,0,2,0,5,0,0,0,2,0,0,0,1
58353,1,2,0,0,0,2,0,5,0,0,0,2,0,0,0,1
58355,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0
58356,0,1,1,0,0,9,0,0,0,0,2,1,2,1,0,1
58357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58371,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58376,0,0,8,0,0,0,5,4,0,0,0,4,0,0,0,0
58382,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,4
58383,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0
58384,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
58386,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58387,2,7,8,0,0,2,1,1,0,0,0,0,0,0,0,0
58388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58394,2,14,19,0,0,7,1,5,0,0,1,8,1,0,0,10
58395,1,3,13,0,0,0,6,0,0,0,0,2,0,0,0,0
58402,0,0,2,0,0,1,4,6,0,0,0,2,0,0,4,1
58403,1,1,22,0,0,9,0,2,0,0,0,3,2,0,1,3
58404,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0
58422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58424,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58426,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
58427,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
58436,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
58437,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58441,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
58445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58446,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58448,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58450,2,12,17,0,0,4,1,4,0,0,1,8,1,0,0,6
58451,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
58457,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58460,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
58472,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
58481,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,4
58486,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0
58490,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
58493,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58500,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
58501,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0
58503,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58505,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
58506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58524,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
58527,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
58528,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
58532,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
58537,1,3,13,0,0,0,6,0,0,0,0,2,0,0,0,0
58538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58543,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
58564,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
58577,4,1,6,0,0,2,0,0,0,0,0,4,0,0,0,7
58578,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
58589,1,3,13,0,0,0,6,0,0,0,0,2,0,0,0,0
58590,2,4,8,0,0,0,9,0,0,0,0,3,0,0,0,0
58591,2,4,6,0,0,0,0,1,0,0,0,1,0,0,0,0
58599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58600,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
58602,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
58604,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
58606,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1
58608,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
58611,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1
58612,0,2,4,0,0,0,0,4,0,0,0,2,0,0,0,1
58622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58629,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
58630,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
58632,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58637,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58641,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
58665,0,0,4,0,1,0,0,4,0,0,0,1,0,0,0,1
58666,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
58674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58682,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58686,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58688,30,74,217,0,1,42,31,50,0,0,2,28,1,0,2,18
58689,0,4,0,0,0,1,0,2,0,0,0,1,0,0,0,0
58691,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58695,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,2
58703,1,7,45,0,0,5,2,2,0,0,2,1,0,0,0,6
58704,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58705,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0
58706,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58707,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58710,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58712,1,8,51,1,0,6,3,3,0,0,2,1,0,0,0,6
58713,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58715,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
58719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58724,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1
58725,71,154,605,9,19,168,82,149,2,0,10,132,7,14,5,89
58726,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0
58727,0,0,32,0,0,2,2,1,0,0,1,2,0,0,0,0
58733,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2
58737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58738,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2
58739,1,2,5,0,0,0,24,0,0,0,2,1,0,0,0,3
58740,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
58741,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
58745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58752,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58753,1,5,8,0,0,2,22,0,0,0,4,4,0,0,0,7
58754,6,5,12,0,0,0,0,5,0,0,0,3,0,0,0,3
58775,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58778,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58779,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
58785,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58790,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
58791,0,2,35,2,1,0,4,0,0,0,0,3,0,0,0,0
58801,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58806,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58809,1,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0
58815,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0
58816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58817,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
58819,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0
58820,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
58821,199,227,2722,11,49,291,433,207,18,3,33,305,7,3,8,141
58822,493,1466,3993,51,97,1252,1469,693,7,2,76,665,28,12,30,384
58823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58826,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
58851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58852,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58855,174,1356,4025,14,48,757,1857,559,203,1,59,540,21,21,16,372
58856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58862,378,908,6752,37,109,1164,2423,791,160,7,80,744,14,9,15,376
58863,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58864,1,2,2,0,0,4,4,8,0,0,0,0,0,0,0,4
58866,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0
58867,65,130,1110,4,6,145,111,127,5,2,20,87,9,1,5,60
58869,4,2,9,0,0,9,0,4,0,0,0,4,0,0,0,1
58870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58871,48,189,1289,10,41,233,375,203,1,1,12,205,1,4,1,76
58873,256,1941,4381,36,63,692,1854,408,12,1,58,419,6,5,6,309
58875,0,0,16,0,0,2,1,0,0,0,0,1,0,0,0,0
58876,112,368,1219,10,25,382,207,270,2,0,29,230,8,16,13,207
58884,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58897,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
58899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58909,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1
58911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58916,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58918,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
58919,1,1,7,0,0,0,2,21,0,0,0,3,0,0,0,0
58922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58925,1,6,86,0,0,0,0,2,0,0,0,0,0,0,0,3
58926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58927,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58928,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
58930,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
58946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58947,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
58950,2,0,0,0,0,7,0,0,0,0,0,1,0,0,0,4
58952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58956,45,0,19,0,0,2,9,0,0,0,0,0,0,0,0,4
58957,0,2,10,0,0,2,0,0,0,0,0,0,1,0,0,6
58958,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
58959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
58960,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
58961,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
58962,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58967,0,33,378,0,0,25,10,16,0,0,2,11,0,0,0,17
58969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58970,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
58973,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
58982,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0
58983,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58986,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58987,0,1,0,0,0,5,4,0,0,0,0,1,0,0,0,0
58988,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
58992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58995,0,2,6,0,0,2,2,2,0,0,0,3,0,0,0,4
58996,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
58997,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
58998,0,2,6,0,0,2,2,2,0,0,0,3,0,0,0,4
58999,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59003,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0
59004,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
59005,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
59006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59010,0,2,8,0,1,2,7,6,0,0,1,9,0,0,0,1
59011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59028,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
59029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59035,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
59037,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1
59046,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
59052,0,0,2,1,1,0,0,0,0,0,0,6,0,0,0,0
59056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59057,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
59058,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
59059,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59061,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
59064,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59077,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59079,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
59081,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
59082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59084,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
59085,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59100,52,282,844,5,21,112,213,183,8,0,6,107,3,2,0,69
59113,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
59121,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59124,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
59125,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59128,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
59129,2,3,22,0,0,0,0,11,0,0,0,6,0,0,0,2
59160,0,3,52,0,3,6,8,4,0,0,1,7,0,0,0,0
59167,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0
59172,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
59193,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
59196,1,0,3,0,0,2,0,3,0,0,0,3,0,0,0,0
59197,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
59198,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
59201,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2
59202,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
59205,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59207,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59208,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59212,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
